file,emotion,gender,language,word
MESD/Mexican Emotional Speech Database (MESD)/Happiness_F_B_calma.wav,happiness,female,spanish,calma
MESD/Mexican Emotional Speech Database (MESD)/Neutral_M_A_basta_ya.wav,neutral,male,spanish,basta ya
MESD/Mexican Emotional Speech Database (MESD)/Fear_F_B_horroroso.wav,fear,female,spanish,horroroso
MESD/Mexican Emotional Speech Database (MESD)/Anger_C_B_disputa.wav,anger,child,spanish,disputa
MESD/Mexican Emotional Speech Database (MESD)/Disgust_C_B_monstruo.wav,disgust,child,spanish,monstruo
MESD/Mexican Emotional Speech Database (MESD)/Fear_F_B_aguijon.wav,fear,female,spanish,aguijon
MESD/Mexican Emotional Speech Database (MESD)/Disgust_C_B_crisis.wav,disgust,child,spanish,crisis
MESD/Mexican Emotional Speech Database (MESD)/Fear_F_A_hola.wav,fear,female,spanish,hola
MESD/Mexican Emotional Speech Database (MESD)/Happiness_C_B_creativo.wav,happiness,child,spanish,creativo
MESD/Mexican Emotional Speech Database (MESD)/Sadness_C_B_traicion.wav,sadness,child,spanish,traicion
MESD/Mexican Emotional Speech Database (MESD)/Neutral_F_A_por_favor.wav,neutral,female,spanish,por favor
MESD/Mexican Emotional Speech Database (MESD)/Anger_C_A_rapido.wav,anger,child,spanish,rapido
MESD/Mexican Emotional Speech Database (MESD)/Anger_F_B_delincuencia.wav,anger,female,spanish,delincuencia
MESD/Mexican Emotional Speech Database (MESD)/Neutral_F_A_antes.wav,neutral,female,spanish,antes
MESD/Mexican Emotional Speech Database (MESD)/Happiness_F_A_de_nada.wav,happiness,female,spanish,de nada
MESD/Mexican Emotional Speech Database (MESD)/Fear_M_B_inconciente.wav,fear,male,spanish,inconciente
MESD/Mexican Emotional Speech Database (MESD)/Sadness_C_A_basta_ya.wav,sadness,child,spanish,basta ya
MESD/Mexican Emotional Speech Database (MESD)/Anger_M_A_si.wav,anger,male,spanish,si
MESD/Mexican Emotional Speech Database (MESD)/Happiness_C_B_carcajada.wav,happiness,child,spanish,carcajada
MESD/Mexican Emotional Speech Database (MESD)/Anger_F_B_furia.wav,anger,female,spanish,furia
MESD/Mexican Emotional Speech Database (MESD)/Neutral_M_A_nunca.wav,neutral,male,spanish,nunca
MESD/Mexican Emotional Speech Database (MESD)/Anger_F_B_insultado.wav,anger,female,spanish,insultado
MESD/Mexican Emotional Speech Database (MESD)/Sadness_F_A_basta_ya.wav,sadness,female,spanish,basta ya
MESD/Mexican Emotional Speech Database (MESD)/Happiness_C_B_oasis.wav,happiness,child,spanish,oasis
MESD/Mexican Emotional Speech Database (MESD)/Disgust_C_A_hola.wav,disgust,child,spanish,hola
MESD/Mexican Emotional Speech Database (MESD)/Sadness_M_A_rapido.wav,sadness,male,spanish,rapido
MESD/Mexican Emotional Speech Database (MESD)/Sadness_F_B_insultado.wav,sadness,female,spanish,insultado
MESD/Mexican Emotional Speech Database (MESD)/Fear_C_A_arriba.wav,fear,child,spanish,arriba
MESD/Mexican Emotional Speech Database (MESD)/Fear_M_B_estafa.wav,fear,male,spanish,estafa
MESD/Mexican Emotional Speech Database (MESD)/Disgust_M_A_hola.wav,disgust,male,spanish,hola
MESD/Mexican Emotional Speech Database (MESD)/Fear_M_A_tarde.wav,fear,male,spanish,tarde
MESD/Mexican Emotional Speech Database (MESD)/Sadness_F_B_delincuencia.wav,sadness,female,spanish,delincuencia
MESD/Mexican Emotional Speech Database (MESD)/Anger_M_B_ira.wav,anger,male,spanish,ira
MESD/Mexican Emotional Speech Database (MESD)/Anger_F_B_relajacion.wav,anger,female,spanish,relajacion
MESD/Mexican Emotional Speech Database (MESD)/Happiness_C_B_relax.wav,happiness,child,spanish,relax
MESD/Mexican Emotional Speech Database (MESD)/Neutral_C_B_mojado.wav,neutral,child,spanish,mojado
MESD/Mexican Emotional Speech Database (MESD)/Disgust_F_A_adios.wav,disgust,female,spanish,adios
MESD/Mexican Emotional Speech Database (MESD)/Happiness_M_A_si.wav,happiness,male,spanish,si
MESD/Mexican Emotional Speech Database (MESD)/Happiness_C_B_atractivo.wav,happiness,child,spanish,atractivo
MESD/Mexican Emotional Speech Database (MESD)/Happiness_F_A_adios.wav,happiness,female,spanish,adios
MESD/Mexican Emotional Speech Database (MESD)/Anger_M_A_fuera.wav,anger,male,spanish,fuera
MESD/Mexican Emotional Speech Database (MESD)/Happiness_M_B_alegria.wav,happiness,male,spanish,alegria
MESD/Mexican Emotional Speech Database (MESD)/Happiness_M_A_izquierda.wav,happiness,male,spanish,izquierda
MESD/Mexican Emotional Speech Database (MESD)/Happiness_C_B_celebracion.wav,happiness,child,spanish,celebracion
MESD/Mexican Emotional Speech Database (MESD)/Anger_C_B_enojo.wav,anger,child,spanish,enojo
MESD/Mexican Emotional Speech Database (MESD)/Anger_C_A_hola.wav,anger,child,spanish,hola
MESD/Mexican Emotional Speech Database (MESD)/Disgust_M_A_si.wav,disgust,male,spanish,si
MESD/Mexican Emotional Speech Database (MESD)/Fear_F_A_si.wav,fear,female,spanish,si
MESD/Mexican Emotional Speech Database (MESD)/Fear_F_B_abuso.wav,fear,female,spanish,abuso
MESD/Mexican Emotional Speech Database (MESD)/Neutral_F_B_acuarela.wav,neutral,female,spanish,acuarela
MESD/Mexican Emotional Speech Database (MESD)/Anger_C_A_pronto.wav,anger,child,spanish,pronto
MESD/Mexican Emotional Speech Database (MESD)/Disgust_F_B_conflicto.wav,disgust,female,spanish,conflicto
MESD/Mexican Emotional Speech Database (MESD)/Disgust_M_B_cucaracha.wav,disgust,male,spanish,cucaracha
MESD/Mexican Emotional Speech Database (MESD)/Fear_C_B_catastrofe.wav,fear,child,spanish,catastrofe
MESD/Mexican Emotional Speech Database (MESD)/Happiness_C_B_danza.wav,happiness,child,spanish,danza
MESD/Mexican Emotional Speech Database (MESD)/Disgust_M_A_por_favor.wav,disgust,male,spanish,por favor
MESD/Mexican Emotional Speech Database (MESD)/Anger_C_B_explosion.wav,anger,child,spanish,explosion
MESD/Mexican Emotional Speech Database (MESD)/Anger_F_A_basta_ya.wav,anger,female,spanish,basta ya
MESD/Mexican Emotional Speech Database (MESD)/Disgust_M_B_abandono.wav,disgust,male,spanish,abandono
MESD/Mexican Emotional Speech Database (MESD)/Happiness_C_A_nunca.wav,happiness,child,spanish,nunca
MESD/Mexican Emotional Speech Database (MESD)/Anger_C_B_abandono.wav,anger,child,spanish,abandono
MESD/Mexican Emotional Speech Database (MESD)/Anger_M_A_dentro.wav,anger,male,spanish,dentro
MESD/Mexican Emotional Speech Database (MESD)/Disgust_F_A_izquierda.wav,disgust,female,spanish,izquierda
MESD/Mexican Emotional Speech Database (MESD)/Anger_F_A_izquierda.wav,anger,female,spanish,izquierda
MESD/Mexican Emotional Speech Database (MESD)/Disgust_F_A_dentro.wav,disgust,female,spanish,dentro
MESD/Mexican Emotional Speech Database (MESD)/Happiness_F_B_calmado.wav,happiness,female,spanish,calmado
MESD/Mexican Emotional Speech Database (MESD)/Fear_C_B_conflicto.wav,fear,child,spanish,conflicto
MESD/Mexican Emotional Speech Database (MESD)/Sadness_M_B_danza.wav,sadness,male,spanish,danza
MESD/Mexican Emotional Speech Database (MESD)/Sadness_M_B_furia.wav,sadness,male,spanish,furia
MESD/Mexican Emotional Speech Database (MESD)/Happiness_F_B_velas.wav,happiness,female,spanish,velas
MESD/Mexican Emotional Speech Database (MESD)/Neutral_M_A_izquierda.wav,neutral,male,spanish,izquierda
MESD/Mexican Emotional Speech Database (MESD)/Happiness_C_A_hoy.wav,happiness,child,spanish,hoy
MESD/Mexican Emotional Speech Database (MESD)/Disgust_M_A_detras.wav,disgust,male,spanish,detras
MESD/Mexican Emotional Speech Database (MESD)/Fear_F_B_huracan.wav,fear,female,spanish,huracan
MESD/Mexican Emotional Speech Database (MESD)/Fear_F_A_derecha.wav,fear,female,spanish,derecha
MESD/Mexican Emotional Speech Database (MESD)/Anger_F_B_amenazador.wav,anger,female,spanish,amenazador
MESD/Mexican Emotional Speech Database (MESD)/Anger_M_B_injusticia.wav,anger,male,spanish,injusticia
MESD/Mexican Emotional Speech Database (MESD)/Happiness_M_B_satisfaccion.wav,happiness,male,spanish,satisfaccion
MESD/Mexican Emotional Speech Database (MESD)/Fear_M_B_amenazador.wav,fear,male,spanish,amenazador
MESD/Mexican Emotional Speech Database (MESD)/Happiness_C_A_pronto.wav,happiness,child,spanish,pronto
MESD/Mexican Emotional Speech Database (MESD)/Sadness_F_A_fuera.wav,sadness,female,spanish,fuera
MESD/Mexican Emotional Speech Database (MESD)/Sadness_C_A_derecha.wav,sadness,child,spanish,derecha
MESD/Mexican Emotional Speech Database (MESD)/Sadness_C_B_robo.wav,sadness,child,spanish,robo
MESD/Mexican Emotional Speech Database (MESD)/Neutral_C_B_pelirrojo.wav,neutral,child,spanish,pelirrojo
MESD/Mexican Emotional Speech Database (MESD)/Sadness_M_B_locura.wav,sadness,male,spanish,locura
MESD/Mexican Emotional Speech Database (MESD)/Sadness_M_B_tristeza.wav,sadness,male,spanish,tristeza
MESD/Mexican Emotional Speech Database (MESD)/Anger_C_B_alterado.wav,anger,child,spanish,alterado
MESD/Mexican Emotional Speech Database (MESD)/Fear_F_A_antes.wav,fear,female,spanish,antes
MESD/Mexican Emotional Speech Database (MESD)/Fear_C_A_nunca.wav,fear,child,spanish,nunca
MESD/Mexican Emotional Speech Database (MESD)/Happiness_C_B_aventurero.wav,happiness,child,spanish,aventurero
MESD/Mexican Emotional Speech Database (MESD)/Sadness_F_A_detras.wav,sadness,female,spanish,detras
MESD/Mexican Emotional Speech Database (MESD)/Disgust_M_B_arana.wav,disgust,male,spanish,arana
MESD/Mexican Emotional Speech Database (MESD)/Happiness_M_A_nunca.wav,happiness,male,spanish,nunca
MESD/Mexican Emotional Speech Database (MESD)/Happiness_C_A_izquierda.wav,happiness,child,spanish,izquierda
MESD/Mexican Emotional Speech Database (MESD)/Anger_C_B_furia.wav,anger,child,spanish,furia
MESD/Mexican Emotional Speech Database (MESD)/Disgust_M_B_aguijon.wav,disgust,male,spanish,aguijon
MESD/Mexican Emotional Speech Database (MESD)/Fear_C_A_rapido.wav,fear,child,spanish,rapido
MESD/Mexican Emotional Speech Database (MESD)/Fear_C_A_antes.wav,fear,child,spanish,antes
MESD/Mexican Emotional Speech Database (MESD)/Disgust_C_B_abuso.wav,disgust,child,spanish,abuso
MESD/Mexican Emotional Speech Database (MESD)/Happiness_F_B_delfin.wav,happiness,female,spanish,delfin
MESD/Mexican Emotional Speech Database (MESD)/Fear_F_A_rapido.wav,fear,female,spanish,rapido
MESD/Mexican Emotional Speech Database (MESD)/Neutral_F_A_no.wav,neutral,female,spanish,no
MESD/Mexican Emotional Speech Database (MESD)/Happiness_M_B_respiracion.wav,happiness,male,spanish,respiracion
MESD/Mexican Emotional Speech Database (MESD)/Disgust_C_A_tarde.wav,disgust,child,spanish,tarde
MESD/Mexican Emotional Speech Database (MESD)/Disgust_C_A_ayer.wav,disgust,child,spanish,ayer
MESD/Mexican Emotional Speech Database (MESD)/Anger_M_B_disputa.wav,anger,male,spanish,disputa
MESD/Mexican Emotional Speech Database (MESD)/Neutral_M_A_abajo.wav,neutral,male,spanish,abajo
MESD/Mexican Emotional Speech Database (MESD)/Sadness_M_A_delante.wav,sadness,male,spanish,delante
MESD/Mexican Emotional Speech Database (MESD)/Disgust_C_A_rapido.wav,disgust,child,spanish,rapido
MESD/Mexican Emotional Speech Database (MESD)/Neutral_F_B_presumido.wav,neutral,female,spanish,presumido
MESD/Mexican Emotional Speech Database (MESD)/Happiness_C_B_fresco.wav,happiness,child,spanish,fresco
MESD/Mexican Emotional Speech Database (MESD)/Anger_F_B_pesadilla.wav,anger,female,spanish,pesadilla
MESD/Mexican Emotional Speech Database (MESD)/Anger_F_B_huracan.wav,anger,female,spanish,huracan
MESD/Mexican Emotional Speech Database (MESD)/Disgust_C_B_repulsivo.wav,disgust,child,spanish,repulsivo
MESD/Mexican Emotional Speech Database (MESD)/Fear_C_B_amenazador.wav,fear,child,spanish,amenazador
MESD/Mexican Emotional Speech Database (MESD)/Fear_C_B_ceguera.wav,fear,child,spanish,ceguera
MESD/Mexican Emotional Speech Database (MESD)/Happiness_F_B_siesta.wav,happiness,female,spanish,siesta
MESD/Mexican Emotional Speech Database (MESD)/Disgust_F_B_enganado.wav,disgust,female,spanish,enganado
MESD/Mexican Emotional Speech Database (MESD)/Anger_C_A_no.wav,anger,child,spanish,no
MESD/Mexican Emotional Speech Database (MESD)/Neutral_C_B_humedo.wav,neutral,child,spanish,humedo
MESD/Mexican Emotional Speech Database (MESD)/Disgust_C_A_nunca.wav,disgust,child,spanish,nunca
MESD/Mexican Emotional Speech Database (MESD)/Disgust_C_B_furia.wav,disgust,child,spanish,furia
MESD/Mexican Emotional Speech Database (MESD)/Neutral_F_A_adios.wav,neutral,female,spanish,adios
MESD/Mexican Emotional Speech Database (MESD)/Disgust_M_A_fuera.wav,disgust,male,spanish,fuera
MESD/Mexican Emotional Speech Database (MESD)/Happiness_M_A_antes.wav,happiness,male,spanish,antes
MESD/Mexican Emotional Speech Database (MESD)/Fear_M_A_pronto.wav,fear,male,spanish,pronto
MESD/Mexican Emotional Speech Database (MESD)/Happiness_C_A_de_nada.wav,happiness,child,spanish,de nada
MESD/Mexican Emotional Speech Database (MESD)/Disgust_F_A_ayer.wav,disgust,female,spanish,ayer
MESD/Mexican Emotional Speech Database (MESD)/Happiness_M_A_pronto.wav,happiness,male,spanish,pronto
MESD/Mexican Emotional Speech Database (MESD)/Fear_F_A_gracias.wav,fear,female,spanish,gracias
MESD/Mexican Emotional Speech Database (MESD)/Neutral_F_A_delante.wav,neutral,female,spanish,delante
MESD/Mexican Emotional Speech Database (MESD)/Happiness_M_A_lento.wav,happiness,male,spanish,lento
MESD/Mexican Emotional Speech Database (MESD)/Happiness_F_A_abajo.wav,happiness,female,spanish,abajo
MESD/Mexican Emotional Speech Database (MESD)/Happiness_M_B_calmado.wav,happiness,male,spanish,calmado
MESD/Mexican Emotional Speech Database (MESD)/Anger_C_B_robo.wav,anger,child,spanish,robo
MESD/Mexican Emotional Speech Database (MESD)/Sadness_M_B_infarto.wav,sadness,male,spanish,infarto
MESD/Mexican Emotional Speech Database (MESD)/Anger_C_A_izquierda.wav,anger,child,spanish,izquierda
MESD/Mexican Emotional Speech Database (MESD)/Disgust_F_A_pronto.wav,disgust,female,spanish,pronto
MESD/Mexican Emotional Speech Database (MESD)/Sadness_F_B_abuso.wav,sadness,female,spanish,abuso
MESD/Mexican Emotional Speech Database (MESD)/Disgust_F_A_derecha.wav,disgust,female,spanish,derecha
MESD/Mexican Emotional Speech Database (MESD)/Sadness_C_A_antes.wav,sadness,child,spanish,antes
MESD/Mexican Emotional Speech Database (MESD)/Fear_C_A_gracias.wav,fear,child,spanish,gracias
MESD/Mexican Emotional Speech Database (MESD)/Disgust_F_B_relajacion.wav,disgust,female,spanish,relajacion
MESD/Mexican Emotional Speech Database (MESD)/Disgust_F_B_jeringuilla.wav,disgust,female,spanish,jeringuilla
MESD/Mexican Emotional Speech Database (MESD)/Fear_F_A_adios.wav,fear,female,spanish,adios
MESD/Mexican Emotional Speech Database (MESD)/Neutral_C_A_lento.wav,neutral,child,spanish,lento
MESD/Mexican Emotional Speech Database (MESD)/Disgust_F_A_lento.wav,disgust,female,spanish,lento
MESD/Mexican Emotional Speech Database (MESD)/Sadness_M_B_estafa.wav,sadness,male,spanish,estafa
MESD/Mexican Emotional Speech Database (MESD)/Disgust_F_A_tarde.wav,disgust,female,spanish,tarde
MESD/Mexican Emotional Speech Database (MESD)/Happiness_F_A_tarde.wav,happiness,female,spanish,tarde
MESD/Mexican Emotional Speech Database (MESD)/Neutral_C_B_mecanico.wav,neutral,child,spanish,mecanico
MESD/Mexican Emotional Speech Database (MESD)/Fear_C_A_hola.wav,fear,child,spanish,hola
MESD/Mexican Emotional Speech Database (MESD)/Happiness_C_A_no.wav,happiness,child,spanish,no
MESD/Mexican Emotional Speech Database (MESD)/Disgust_F_A_hoy.wav,disgust,female,spanish,hoy
MESD/Mexican Emotional Speech Database (MESD)/Anger_F_A_por_favor.wav,anger,female,spanish,por favor
MESD/Mexican Emotional Speech Database (MESD)/Happiness_M_A_delante.wav,happiness,male,spanish,delante
MESD/Mexican Emotional Speech Database (MESD)/Neutral_F_A_si.wav,neutral,female,spanish,si
MESD/Mexican Emotional Speech Database (MESD)/Sadness_M_B_ansiedad.wav,sadness,male,spanish,ansiedad
MESD/Mexican Emotional Speech Database (MESD)/Neutral_C_B_seco.wav,neutral,child,spanish,seco
MESD/Mexican Emotional Speech Database (MESD)/Sadness_C_B_conflicto.wav,sadness,child,spanish,conflicto
MESD/Mexican Emotional Speech Database (MESD)/Neutral_M_A_hola.wav,neutral,male,spanish,hola
MESD/Mexican Emotional Speech Database (MESD)/Sadness_F_B_conflicto.wav,sadness,female,spanish,conflicto
MESD/Mexican Emotional Speech Database (MESD)/Fear_M_B_cucaracha.wav,fear,male,spanish,cucaracha
MESD/Mexican Emotional Speech Database (MESD)/Anger_C_A_de_nada.wav,anger,child,spanish,de nada
MESD/Mexican Emotional Speech Database (MESD)/Sadness_M_B_injusticia.wav,sadness,male,spanish,injusticia
MESD/Mexican Emotional Speech Database (MESD)/Disgust_M_B_mutilado.wav,disgust,male,spanish,mutilado
MESD/Mexican Emotional Speech Database (MESD)/Disgust_M_B_estafa.wav,disgust,male,spanish,estafa
MESD/Mexican Emotional Speech Database (MESD)/Happiness_M_A_por_favor.wav,happiness,male,spanish,por favor
MESD/Mexican Emotional Speech Database (MESD)/Disgust_M_A_antes.wav,disgust,male,spanish,antes
MESD/Mexican Emotional Speech Database (MESD)/Neutral_F_B_metro.wav,neutral,female,spanish,metro
MESD/Mexican Emotional Speech Database (MESD)/Fear_M_B_cirugia.wav,fear,male,spanish,cirugia
MESD/Mexican Emotional Speech Database (MESD)/Disgust_C_A_adios.wav,disgust,child,spanish,adios
MESD/Mexican Emotional Speech Database (MESD)/Happiness_C_A_rapido.wav,happiness,child,spanish,rapido
MESD/Mexican Emotional Speech Database (MESD)/Happiness_F_B_rosa.wav,happiness,female,spanish,rosa
MESD/Mexican Emotional Speech Database (MESD)/Anger_F_A_de_nada.wav,anger,female,spanish,de nada
MESD/Mexican Emotional Speech Database (MESD)/Sadness_F_A_arriba.wav,sadness,female,spanish,arriba
MESD/Mexican Emotional Speech Database (MESD)/Neutral_F_B_agencia.wav,neutral,female,spanish,agencia
MESD/Mexican Emotional Speech Database (MESD)/Fear_F_A_abajo.wav,fear,female,spanish,abajo
MESD/Mexican Emotional Speech Database (MESD)/Disgust_C_A_gracias.wav,disgust,child,spanish,gracias
MESD/Mexican Emotional Speech Database (MESD)/Anger_F_A_dentro.wav,anger,female,spanish,dentro
MESD/Mexican Emotional Speech Database (MESD)/Sadness_C_B_tristeza.wav,sadness,child,spanish,tristeza
MESD/Mexican Emotional Speech Database (MESD)/Sadness_F_B_llanto.wav,sadness,female,spanish,llanto
MESD/Mexican Emotional Speech Database (MESD)/Anger_C_B_explosivo.wav,anger,child,spanish,explosivo
MESD/Mexican Emotional Speech Database (MESD)/Happiness_M_B_tranquilidad.wav,happiness,male,spanish,tranquilidad
MESD/Mexican Emotional Speech Database (MESD)/Sadness_C_A_rapido.wav,sadness,child,spanish,rapido
MESD/Mexican Emotional Speech Database (MESD)/Happiness_M_B_aficion.wav,happiness,male,spanish,aficion
MESD/Mexican Emotional Speech Database (MESD)/Fear_C_A_basta_ya.wav,fear,child,spanish,basta ya
MESD/Mexican Emotional Speech Database (MESD)/Sadness_F_A_antes.wav,sadness,female,spanish,antes
MESD/Mexican Emotional Speech Database (MESD)/Fear_M_B_arana.wav,fear,male,spanish,arana
MESD/Mexican Emotional Speech Database (MESD)/Neutral_M_B_abierto.wav,neutral,male,spanish,abierto
MESD/Mexican Emotional Speech Database (MESD)/Anger_M_B_huracan.wav,anger,male,spanish,huracan
MESD/Mexican Emotional Speech Database (MESD)/Anger_C_B_condena.wav,anger,child,spanish,condena
MESD/Mexican Emotional Speech Database (MESD)/Happiness_F_A_rapido.wav,happiness,female,spanish,rapido
MESD/Mexican Emotional Speech Database (MESD)/Happiness_F_A_basta_ya.wav,happiness,female,spanish,basta ya
MESD/Mexican Emotional Speech Database (MESD)/Fear_M_A_rapido.wav,fear,male,spanish,rapido
MESD/Mexican Emotional Speech Database (MESD)/Anger_M_B_ataque.wav,anger,male,spanish,ataque
MESD/Mexican Emotional Speech Database (MESD)/Anger_F_A_lento.wav,anger,female,spanish,lento
MESD/Mexican Emotional Speech Database (MESD)/Disgust_C_A_pronto.wav,disgust,child,spanish,pronto
MESD/Mexican Emotional Speech Database (MESD)/Fear_C_B_delincuencia.wav,fear,child,spanish,delincuencia
MESD/Mexican Emotional Speech Database (MESD)/Fear_C_A_lento.wav,fear,child,spanish,lento
MESD/Mexican Emotional Speech Database (MESD)/Sadness_F_A_hoy.wav,sadness,female,spanish,hoy
MESD/Mexican Emotional Speech Database (MESD)/Disgust_M_A_izquierda.wav,disgust,male,spanish,izquierda
MESD/Mexican Emotional Speech Database (MESD)/Sadness_F_B_explosivo.wav,sadness,female,spanish,explosivo
MESD/Mexican Emotional Speech Database (MESD)/Happiness_M_A_hoy.wav,happiness,male,spanish,hoy
MESD/Mexican Emotional Speech Database (MESD)/Disgust_M_B_punalada.wav,disgust,male,spanish,punalada
MESD/Mexican Emotional Speech Database (MESD)/Fear_C_B_danino.wav,fear,child,spanish,danino
MESD/Mexican Emotional Speech Database (MESD)/Happiness_C_A_tarde.wav,happiness,child,spanish,tarde
MESD/Mexican Emotional Speech Database (MESD)/Neutral_F_A_ayer.wav,neutral,female,spanish,ayer
MESD/Mexican Emotional Speech Database (MESD)/Disgust_C_A_derecha.wav,disgust,child,spanish,derecha
MESD/Mexican Emotional Speech Database (MESD)/Neutral_M_B_delgado.wav,neutral,male,spanish,delgado
MESD/Mexican Emotional Speech Database (MESD)/Disgust_M_A_no.wav,disgust,male,spanish,no
MESD/Mexican Emotional Speech Database (MESD)/Disgust_C_B_estafa.wav,disgust,child,spanish,estafa
MESD/Mexican Emotional Speech Database (MESD)/Happiness_F_A_antes.wav,happiness,female,spanish,antes
MESD/Mexican Emotional Speech Database (MESD)/Sadness_F_B_ofensa.wav,sadness,female,spanish,ofensa
MESD/Mexican Emotional Speech Database (MESD)/Fear_M_A_antes.wav,fear,male,spanish,antes
MESD/Mexican Emotional Speech Database (MESD)/Sadness_C_B_condena.wav,sadness,child,spanish,condena
MESD/Mexican Emotional Speech Database (MESD)/Neutral_M_A_fuera.wav,neutral,male,spanish,fuera
MESD/Mexican Emotional Speech Database (MESD)/Sadness_F_B_explosion.wav,sadness,female,spanish,explosion
MESD/Mexican Emotional Speech Database (MESD)/Disgust_M_A_arriba.wav,disgust,male,spanish,arriba
MESD/Mexican Emotional Speech Database (MESD)/Disgust_F_A_nunca.wav,disgust,female,spanish,nunca
MESD/Mexican Emotional Speech Database (MESD)/Neutral_M_B_congelado.wav,neutral,male,spanish,congelado
MESD/Mexican Emotional Speech Database (MESD)/Happiness_F_B_delicadeza.wav,happiness,female,spanish,delicadeza
MESD/Mexican Emotional Speech Database (MESD)/Neutral_M_B_conciente.wav,neutral,male,spanish,conciente
MESD/Mexican Emotional Speech Database (MESD)/Neutral_F_A_izquierda.wav,neutral,female,spanish,izquierda
MESD/Mexican Emotional Speech Database (MESD)/Anger_C_B_abuso.wav,anger,child,spanish,abuso
MESD/Mexican Emotional Speech Database (MESD)/Disgust_F_B_amenazador.wav,disgust,female,spanish,amenazador
MESD/Mexican Emotional Speech Database (MESD)/Anger_F_B_amenazado.wav,anger,female,spanish,amenazado
MESD/Mexican Emotional Speech Database (MESD)/Fear_F_A_basta_ya.wav,fear,female,spanish,basta ya
MESD/Mexican Emotional Speech Database (MESD)/Fear_F_B_cucaracha.wav,fear,female,spanish,cucaracha
